File created on 2020-10-26T13:51:13.110330
#COOR
GSM

#VAR
bx by bz ux uy uz n hprho hppsrho t

#START
2000 01 01 02 58 00 000       -1.47       2.07       0.80    -357.73        0.00        0.00      12.370  12.369   0.001  56881.33
2000 01 01 02 59 00 000       -1.47       2.07       0.80    -357.82        0.00        0.00      12.370  12.369   0.001  56994.33
2000 01 01 03 00 00 000       -0.54       2.18       0.79    -357.82        0.00        0.00      12.360  12.359   0.001  56994.33
2000 01 01 03 01 00 000       -0.54       2.18       0.79    -357.82        0.00        0.00      12.360  12.359   0.001  56994.33
2000 01 01 03 02 00 000       -0.54       2.18       0.79    -357.91        0.00        0.00      12.320  12.319   0.001  56994.33
2000 01 01 03 03 00 000       -0.54       2.18       0.78    -357.91        0.00        0.00      12.320  12.319   0.001  56994.33
2000 01 01 03 04 00 000       -0.54       2.18       0.78    -357.91        0.00        0.00      12.320  12.319   0.001  56994.33
2000 01 01 03 05 00 000       -0.54       2.18       0.78    -357.99        0.00        0.00      12.320  12.319   0.001  56994.33
2000 01 01 03 06 00 000       -0.54       2.18       0.77    -357.99        0.00        0.00      12.310  12.309   0.001  56994.33
2000 01 01 03 07 00 000       -0.54       2.18       0.75    -358.03        0.00        0.00      12.310  12.309   0.001  56994.33
2000 01 01 03 08 00 000       -0.54       2.18       0.74    -358.08        0.00        0.00      12.290  12.289   0.001  56994.33
2000 01 01 03 09 00 000       -0.54       2.18       0.74    -358.28        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 10 00 000       -0.54       2.18       0.74    -358.37        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 11 00 000       -0.54       2.18       0.72    -358.42        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 12 00 000       -0.54       2.18       0.69    -358.71        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 13 00 000       -0.54       2.18       0.68    -358.72        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 14 00 000       -0.54       2.18       0.66    -358.81        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 15 00 000       -0.54       2.18       0.65    -358.81        0.00        0.00      12.280  12.279   0.001  56881.33
2000 01 01 03 16 00 000       -0.54       2.18       0.65    -358.81        0.00        0.00      12.280  12.279   0.001  56881.33
2000 01 01 03 17 00 000       -0.54       2.18       0.65    -358.81        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 18 00 000       -0.54       2.18       0.61    -358.81        0.00        0.00      12.280  12.279   0.001  56881.33
2000 01 01 03 19 00 000       -0.54       2.18       0.57    -359.01        0.00        0.00      12.280  12.279   0.001  56881.33
2000 01 01 03 20 00 000       -0.54       2.18       0.57    -359.18        0.00        0.00      12.280  12.279   0.001  56881.33
2000 01 01 03 21 00 000       -0.54       2.18       0.57    -359.38        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 22 00 000       -0.54       2.18       0.57    -359.49        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 23 00 000       -0.54       2.18       0.57    -359.79        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 24 00 000       -0.54       2.18       0.57    -359.80        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 25 00 000       -0.54       2.18       0.57    -359.86        0.00        0.00      12.280  12.279   0.001  56994.33
2000 01 01 03 26 00 000       -0.54       2.18       0.57    -359.90        0.00        0.00      12.280  12.279   0.001  57539.00
2000 01 01 03 27 00 000       -0.54       2.18       0.57    -359.91        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 28 00 000       -0.54       2.18       0.56    -359.93        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 29 00 000       -0.54       2.18       0.55    -359.93        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 30 00 000       -0.54       2.18       0.55    -359.93        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 31 00 000       -0.54       2.18       0.54    -359.93        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 32 00 000       -0.54       2.18       0.52    -360.13        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 33 00 000       -0.54       2.18       0.50    -360.61        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 34 00 000       -0.54       2.18       0.49    -360.62        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 35 00 000       -0.54       2.18       0.48    -360.73        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 36 00 000       -0.54       2.18       0.43    -360.73        0.00        0.00      12.280  12.279   0.001  57642.30
2000 01 01 03 37 00 000       -0.54       2.18       0.42    -360.77        0.00        0.00      12.280  12.279   0.001  57539.00
2000 01 01 03 38 00 000       -0.54       2.18       0.40    -360.77        0.00        0.00      12.280  12.279   0.001  57495.70
2000 01 01 03 39 00 000       -0.54       2.18       0.39    -360.84        0.00        0.00      12.280  12.279   0.001  57495.70
2000 01 01 03 40 00 000       -0.54       2.18       0.38    -360.85        0.00        0.00      12.290  12.289   0.001  56785.60
2000 01 01 03 41 00 000       -0.54       2.18       0.36    -360.94        0.00        0.00      12.310  12.309   0.001  56716.67
