MIDL Ballistic 32Re Data for 2015-03-16 to 2015-03-20

#COORDINATES
GSM

yr mo dy hr mn sc msc bx by bz ux uy uz rho T

#START
2015  3 18 21 19  0    0     1.99    -3.12    -1.74    -675.0    -12.19      4.63     2.672     204107
2015  3 18 21 20  0    0     1.62    -4.18    -0.90    -676.6    -18.60      2.38     2.631     188233
2015  3 18 21 21  0    0     0.94    -4.37    -0.78    -680.4    -21.98      0.44     2.588     171225
2015  3 18 21 22  0    0    -0.69    -4.94    -1.38    -701.3    -28.99     -2.82     2.626     149812
2015  3 18 21 23  0    0    -1.24    -4.47    -1.69    -707.2    -18.80     -2.63     2.848     158863
2015  3 18 21 24  0    0    -0.70    -3.84    -1.06    -703.7    -15.79     -1.91     2.994     171633
2015  3 18 21 25  0    0    -0.07    -3.41     0.34    -698.0    -17.40     -1.21     3.048     180412
2015  3 18 21 26  0    0     0.18    -3.32     2.20    -691.6    -17.40     -0.26     3.023     183450
2015  3 18 21 27  0    0     0.29    -3.72     1.99    -692.2    -18.16      0.40     2.987     183450
2015  3 18 21 28  0    0     0.34    -4.11     0.64    -691.8    -21.71      0.12     3.085     183450
2015  3 18 21 29  0    0     0.76    -4.28    -0.19    -683.9    -23.28     -1.37     3.154     188356
2015  3 18 21 30  0    0     0.99    -4.22    -0.85    -679.7    -23.17     -1.19     3.121     190809
2015  3 18 21 31  0    0     0.92    -4.08    -1.19    -680.1    -22.31      1.25     2.964     186866
2015  3 18 21 32  0    0     0.32    -4.67    -0.85    -682.2    -25.28     -1.83     2.886     183059
2015  3 18 21 33  0    0    -0.92    -5.03    -0.94    -701.2    -29.10     -6.94     2.959     198034
2015  3 18 21 34  0    0    -1.05    -4.93    -0.98    -701.0    -24.11     -4.21     3.001     204573
2015  3 18 21 35  0    0    -1.09    -4.83    -0.92    -697.9    -15.55      1.02     3.013     203788
2015  3 18 21 36  0    0    -0.64    -4.74    -1.10    -698.8    -17.66     -3.28     2.963     199658
2015  3 18 21 37  0    0    -0.32    -4.69    -1.19    -693.7    -24.18    -11.64     2.896     195103
2015  3 18 21 38  0    0    -0.25    -4.67    -1.18    -690.1    -22.82    -12.64     2.832     194114
2015  3 18 21 39  0    0    -0.10    -4.63    -0.74    -690.0    -11.92     -4.91     2.807     194031
2015  3 18 21 40  0    0    -0.12    -4.55    -0.55    -690.3    -11.33     -1.99     2.832     200513
2015  3 18 21 41  0    0    -0.28    -4.60    -0.41    -691.0    -11.99      1.59     3.034     218525
2015  3 18 21 42  0    0    -0.79    -4.51    -0.06    -693.2    -12.38      2.31     3.016     218887
2015  3 18 21 43  0    0    -1.20    -4.38    -0.05    -699.0    -10.82      0.77     2.926     211215
2015  3 18 21 44  0    0    -1.01    -4.11    -0.58    -701.1     -7.39     -4.11     2.913     198246
2015  3 18 21 45  0    0    -0.78    -3.80    -1.20    -697.6     -4.85    -11.13     2.909     190277
2015  3 18 21 46  0    0    -0.71    -3.62    -2.06    -695.0     -5.08    -19.77     2.930     186557
2015  3 18 21 47  0    0    -0.58    -3.02    -2.40    -694.8     -3.93    -20.85     2.962     186557
2015  3 18 21 48  0    0    -0.36    -2.57    -2.58    -694.3     -1.72    -22.05     2.909     185328
2015  3 18 21 49  0    0    -0.10    -1.82    -2.77    -690.7      2.29    -20.71     2.512     176106
2015  3 18 21 50  0    0    -0.04    -1.92    -2.17    -691.0      6.61    -17.85     2.461     171716
2015  3 18 21 51  0    0    -0.42    -1.19    -2.01    -699.1      6.89    -15.70     2.481     167604
2015  3 18 21 52  0    0    -0.59    -0.54    -2.07    -700.8      3.28    -16.36     2.515     168409
2015  3 18 21 53  0    0    -0.70    -0.47    -2.15    -700.2      4.61    -18.05     2.652     186258
2015  3 18 21 54  0    0    -0.74    -0.60    -2.15    -697.5      7.31    -21.25     2.830     216378
2015  3 18 21 55  0    0    -0.62    -0.76    -1.90    -693.4      7.88    -20.30     2.838     216378
2015  3 18 21 56  0    0    -0.36    -0.98    -1.90    -690.4     16.61     -9.14     2.846     216378
2015  3 18 21 57  0    0    -0.06    -1.39    -1.86    -692.4     15.48     -8.39     2.862     218192
2015  3 18 21 58  0    0    -0.02    -1.40    -1.89    -691.7     11.26    -13.93     2.879     218042
2015  3 18 21 59  0    0     0.73    -1.60    -2.05    -683.2     15.67    -10.72     2.960     209033
2015  3 18 22  0  0    0     1.16    -1.38    -2.10    -677.5     14.90    -11.72     3.018     203777
2015  3 18 22  1  0    0     1.17    -0.76    -2.15    -675.1      8.80    -17.60     3.039     205017
2015  3 18 22  2  0    0     1.26    -0.51    -2.45    -671.0      6.08    -21.32     3.051     208029
2015  3 18 22  3  0    0     1.68    -0.25    -2.77    -665.9      2.43    -23.31     3.051     208029
2015  3 18 22  4  0    0     2.38     0.50    -3.46    -660.7     14.11    -21.72     3.051     208029
2015  3 18 22  5  0    0     2.73     1.16    -3.82    -658.4     25.46    -20.89     3.048     208029
2015  3 18 22  6  0    0     2.76     1.80    -3.60    -658.7     31.68    -21.06     2.909     201486
2015  3 18 22  7  0    0     2.88     2.19    -3.28    -657.2     32.99    -17.62     2.768     196094
2015  3 18 22  8  0    0     2.98     1.95    -3.03    -655.4     28.98    -13.92     2.744     193501
2015  3 18 22  9  0    0     3.00     1.24    -3.04    -655.4     23.70    -14.30     2.756     188560
2015  3 18 22 10  0    0     3.03     0.39    -3.49    -655.7     19.53    -16.87     2.740     185145
2015  3 18 22 11  0    0     3.12    -0.28    -3.79    -653.1     14.24    -19.72     2.702     180881
2015  3 18 22 12  0    0     3.34    -0.18    -3.86    -647.5     15.12    -19.56     2.669     177042
2015  3 18 22 13  0    0     3.95     0.08    -3.10    -646.9     16.34    -19.16     2.688     177042
2015  3 18 22 14  0    0     3.80     0.31    -3.03    -646.1     16.47    -17.86     2.772     179137
2015  3 18 22 15  0    0     3.82     0.56    -2.91    -648.4     15.69    -16.70     2.777     179881
2015  3 18 22 16  0    0     3.59     0.22    -2.92    -650.3      8.43    -15.74     2.788     179881
2015  3 18 22 17  0    0     3.46    -1.11    -2.94    -652.1    -10.69    -17.15     2.781     179932
2015  3 18 22 18  0    0     3.26    -1.02    -2.89    -652.3     -8.56    -16.84     2.761     180095
2015  3 18 22 19  0    0     2.91    -0.29    -2.78    -654.0      6.32    -16.07     2.749     181562
2015  3 18 22 20  0    0     2.52    -0.16    -2.73    -660.8     12.16    -12.37     2.738     184595
2015  3 18 22 21  0    0     2.15    -0.33    -2.32    -663.3     12.76    -10.05     2.733     185650
2015  3 18 22 22  0    0     1.98     0.15    -1.92    -664.5     14.21     -7.30     2.725     184418
2015  3 18 22 23  0    0     2.26     0.71    -1.79    -666.1     17.30     -1.59     2.579     186545
2015  3 18 22 24  0    0     3.08     0.28    -1.56    -669.2     15.79      2.48     2.603     187536
2015  3 18 22 25  0    0     3.68    -0.25    -1.49    -660.5      6.00      2.57     2.602     190009
2015  3 18 22 26  0    0     4.12    -0.58    -1.41    -653.3      1.64      4.01     2.548     193082
2015  3 18 22 27  0    0     4.25    -0.59    -1.29    -649.4      6.62      7.50     2.430     196781
2015  3 18 22 28  0    0     4.01    -0.67    -1.01    -650.9      9.93      9.08     2.528     196534
2015  3 18 22 29  0    0     4.02    -0.82    -0.58    -651.5      5.95     11.64     2.559     195457
2015  3 18 22 30  0    0     3.97    -1.49    -0.34    -652.1      0.40     12.17     2.718     196348
2015  3 18 22 31  0    0     3.72    -1.97     0.33    -651.9      1.59     14.58     2.830     203262
2015  3 18 22 32  0    0     3.46    -2.30     0.34    -651.4      3.09     16.68     2.833     216926
2015  3 18 22 33  0    0     2.86    -2.43    -0.38    -652.7      0.69      8.63     2.803     216169
2015  3 18 22 34  0    0     2.75    -2.27    -1.45    -659.5     -3.36    -12.06     2.727     206302
2015  3 18 22 35  0    0     2.70    -1.19    -2.90    -663.8      5.50    -17.21     2.717     191120
2015  3 18 22 36  0    0     2.56    -0.92    -2.96    -663.3     13.19    -14.34     2.721     187617
2015  3 18 22 37  0    0     2.07    -0.88    -2.60    -662.7     15.95    -11.76     2.718     187342
2015  3 18 22 38  0    0     1.81    -0.81    -2.08    -662.9     15.76    -10.99     2.711     187605
2015  3 18 22 39  0    0     1.81    -0.63    -1.92    -663.7     15.04    -10.72     2.704     188441
2015  3 18 22 40  0    0     1.86    -0.40    -1.82    -665.3     18.90     -6.04     2.696     189439
2015  3 18 22 41  0    0     1.87    -0.46    -1.86    -665.3     19.33     -4.43     2.685     190306
2015  3 18 22 42  0    0     1.90    -0.55    -1.80    -662.4     14.74     -4.58     2.663     190485
2015  3 18 22 43  0    0     2.30    -1.03    -1.70    -660.4     11.84     -5.31     2.651     190506
2015  3 18 22 44  0    0     2.52    -1.30    -1.91    -660.4     11.96     -7.80     2.653     189666
2015  3 18 22 45  0    0     1.88     0.50    -3.88    -663.2     15.64    -17.65     2.650     187701
2015  3 18 22 46  0    0     1.40     1.10    -4.60    -667.7     23.04    -21.44     2.650     186991
2015  3 18 22 47  0    0     1.54     0.93    -4.54    -668.7     25.23    -21.45     2.637     184916
2015  3 18 22 48  0    0     1.54     1.09    -4.61    -667.8     23.03    -21.31     2.658     183902
2015  3 18 22 49  0    0     1.19     2.02    -4.42    -668.6     22.72    -23.11     2.753     184916
2015  3 18 22 50  0    0     1.12     2.04    -4.39    -668.4     22.81    -22.65     2.782     183645
2015  3 18 22 51  0    0     0.99     2.06    -4.33    -669.7     23.76    -22.17     2.800     183618
2015  3 18 22 52  0    0     1.15     2.47    -4.00    -668.5     28.98    -19.71     2.788     183079
2015  3 18 22 53  0    0     1.38     2.59    -3.75    -666.6     34.24    -15.77     2.746     183079
2015  3 18 22 54  0    0     1.42     2.28    -3.76    -666.8     33.75    -15.53     2.715     184104
2015  3 18 22 55  0    0     1.04     0.50    -4.33    -669.5     25.95    -19.75     2.742     184260
2015  3 18 22 56  0    0     0.61     0.57    -4.57    -673.3     17.27    -23.40     2.798     186398
2015  3 18 22 57  0    0     0.52     1.63    -4.50    -673.5      7.33    -25.56     2.796     189566
2015  3 18 22 58  0    0     0.23     2.17    -4.27    -677.2      9.03    -23.21     2.784     193418
2015  3 18 22 59  0    0    -0.28     1.98    -4.21    -681.3     13.59    -20.11     2.742     196800
2015  3 18 23  0  0    0    -0.26     1.41    -4.28    -677.3     14.11    -19.34     2.714     197109
2015  3 18 23  1  0    0     0.02     0.64    -4.33    -671.4     13.07    -18.78     2.719     197602
2015  3 18 23  2  0    0     1.14    -0.04    -4.19    -667.2      8.54    -18.05     2.712     197602
2015  3 18 23  3  0    0     1.39    -0.07    -3.97    -665.7      7.64    -17.18     2.705     200502
2015  3 18 23  4  0    0     1.39     0.40    -3.94    -664.9     10.70    -17.31     2.716     202706
2015  3 18 23  5  0    0     1.36     1.15    -3.89    -667.3     14.47    -17.37     2.716     203048
2015  3 18 23  6  0    0     1.42     1.51    -3.70    -667.4     16.30    -16.89     2.715     203048
2015  3 18 23  7  0    0     1.51     1.43    -3.64    -665.8     19.47    -15.17     2.746     202642
2015  3 18 23  8  0    0     1.63     1.42    -3.55    -665.1     21.21    -13.75     2.860     199040
2015  3 18 23  9  0    0     1.77     0.34    -3.37    -663.5     22.47    -12.47     2.885     194663
2015  3 18 23 10  0    0     2.01     0.01    -3.18    -663.2     31.56     -9.31     2.878     193267
2015  3 18 23 11  0    0     2.30     0.63    -3.35    -661.0     34.67     -6.95     2.873     193171
2015  3 18 23 12  0    0     2.63     1.18    -3.22    -658.0     34.66     -5.14     2.869     193924
2015  3 18 23 13  0    0     2.74     1.73    -3.02    -656.5     33.55     -4.17     2.847     194614
2015  3 18 23 14  0    0     2.55     2.15    -3.31    -656.3     28.50     -7.64     2.821     194161
2015  3 18 23 15  0    0     2.40     1.98    -3.68    -658.2     22.01    -12.87     2.796     193574
2015  3 18 23 16  0    0     2.32     1.69    -3.70    -660.6     15.27    -16.11     2.796     193488
2015  3 18 23 17  0    0     2.10     1.48    -3.75    -660.7      9.50    -17.82     2.796     193221
2015  3 18 23 18  0    0     1.91     1.15    -3.75    -660.6      7.69    -17.89     2.786     193318
2015  3 18 23 19  0    0     1.74     1.08    -3.70    -660.8      7.89    -17.78     2.777     194466
2015  3 18 23 20  0    0     1.80     1.82    -3.44    -660.8      8.74    -17.60     2.769     196009
2015  3 18 23 21  0    0     2.19     2.06    -3.20    -660.2     12.46    -12.85     2.797     198630
2015  3 18 23 22  0    0     2.79     1.52    -3.04    -657.9     16.62     -9.69     2.812     202304
2015  3 18 23 23  0    0     3.13     1.09    -2.92    -656.4     19.58     -8.38     2.794     204622
2015  3 18 23 24  0    0     2.57     1.18    -2.80    -658.2     20.82     -5.31     2.792     203819
2015  3 18 23 25  0    0     1.76     1.16    -3.17    -670.3     12.71    -11.01     2.809     203476
2015  3 18 23 26  0    0     1.41     0.86    -3.26    -669.0      8.86    -11.93     2.803     207900
2015  3 18 23 27  0    0     1.42     0.23    -3.58    -669.2      5.42    -14.19     2.836     208637
2015  3 18 23 28  0    0     1.42    -0.24    -3.61    -671.0      3.27    -16.51     2.839     208147
2015  3 18 23 29  0    0     1.41    -0.61    -3.75    -668.2      3.08    -18.35     2.855     210376
2015  3 18 23 30  0    0     1.42    -1.03    -3.68    -669.4      1.91    -18.05     2.856     214110
2015  3 18 23 31  0    0     1.40    -1.41    -3.55    -667.9      1.84    -15.31     2.898     214110
2015  3 18 23 32  0    0     1.16    -1.38    -3.42    -671.5      2.05    -13.82     2.860     209596
2015  3 18 23 33  0    0     0.66    -0.86    -3.58    -675.9      7.13    -13.95     2.822     211988
2015  3 18 23 34  0    0     0.55    -0.32    -3.26    -676.6     12.31    -13.71     2.832     219445
2015  3 18 23 35  0    0     0.73    -0.44    -2.82    -677.1     15.79    -13.18     2.820     225849
2015  3 18 23 36  0    0     1.19    -0.80    -2.86    -674.4     12.44    -12.76     2.791     228874
2015  3 18 23 37  0    0     1.16    -0.83    -3.10    -667.0      2.71    -13.35     2.781     228874
2015  3 18 23 38  0    0     1.16    -1.17    -3.53    -666.1      0.79    -15.49     2.752     213824
2015  3 18 23 39  0    0     1.20    -0.97    -3.47    -665.6      0.92    -15.39     2.749     211836
2015  3 18 23 40  0    0     1.40     0.83    -3.04    -664.5      8.77    -15.34     2.818     212486
2015  3 18 23 41  0    0     1.38     1.13    -2.65    -666.3     10.38    -14.51     2.848     221099
2015  3 18 23 42  0    0    -0.68    -0.74    -2.97    -684.1      5.88    -15.46     2.885     226392
2015  3 18 23 43  0    0    -1.03    -0.70    -2.57    -682.9      5.57    -15.62     2.886     226156
2015  3 18 23 44  0    0    -0.71    -0.64    -2.42    -678.6      6.10    -16.05     2.900     223085
2015  3 18 23 45  0    0     0.09    -0.41    -2.59    -673.1      8.83    -16.33     2.917     218562
2015  3 18 23 46  0    0     1.20     0.46    -3.04    -666.9     15.63    -15.75     2.879     215411
2015  3 18 23 47  0    0     1.51     0.59    -3.62    -666.3     16.23    -15.76     2.802     210679
2015  3 18 23 48  0    0     1.14    -0.02    -3.73    -666.6     10.03    -17.55     2.801     206497
2015  3 18 23 49  0    0     1.18    -0.68    -3.66    -669.0      6.32    -20.09     2.834     202071
2015  3 18 23 50  0    0     1.24    -1.11    -3.36    -670.6      1.95    -18.96     2.789     202222
2015  3 18 23 51  0    0     2.05    -1.39    -2.88    -669.7      1.63    -15.69     2.735     204904
2015  3 18 23 52  0    0     2.11    -1.74    -2.59    -665.4      1.89    -13.43     2.742     229835
2015  3 18 23 53  0    0     2.41    -1.92    -2.53    -662.6      2.68    -13.10     2.762     234406
2015  3 18 23 54  0    0     2.25    -1.24    -2.65    -664.1      5.33    -16.45     2.857     232591
2015  3 18 23 55  0    0     1.88    -0.71    -3.19    -669.5      6.51    -17.77     2.897     224025
2015  3 18 23 56  0    0     1.82    -0.80    -3.22    -667.2      4.28    -16.06     2.821     219164
2015  3 18 23 57  0    0     1.91    -0.89    -3.21    -665.1      2.22    -13.47     2.844     218458
2015  3 18 23 58  0    0     1.95    -1.33    -2.89    -662.9     -0.21    -10.27     2.830     218382
2015  3 18 23 59  0    0     2.03    -1.79    -2.26    -661.4     -2.56     -7.54     2.831     220045
2015  3 19  0  0  0    0     2.08    -2.24    -1.83    -663.2     -3.38     -6.58     2.756     225240
2015  3 19  0  1  0    0     2.08    -3.14    -1.41    -663.9     -3.03     -5.64     2.726     234556
2015  3 19  0  2  0    0     2.18    -3.20    -1.33    -664.0     -1.07     -5.81     2.735     236729
2015  3 19  0  3  0    0     2.17    -2.86    -1.54    -664.0      5.31    -10.31     2.750     226280
2015  3 19  0  4  0    0     1.92    -2.07    -2.89    -664.3      6.34    -14.42     2.763     214657
2015  3 19  0  5  0    0     1.77    -1.61    -3.39    -664.2      5.74    -14.32     2.788     206486
2015  3 19  0  6  0    0     2.01    -1.56    -3.09    -663.0      5.43     -9.30     2.819     204986
2015  3 19  0  7  0    0     2.93    -1.77    -1.28    -662.7      5.07     -2.84     2.861     205703
2015  3 19  0  8  0    0     3.22    -2.07    -0.17    -660.5      4.34      3.74     2.967     210848
2015  3 19  0  9  0    0     2.88    -2.19    -0.10    -659.2      4.15      6.65     3.022     215228
2015  3 19  0 10  0    0     2.59    -1.95    -0.32    -659.9      4.25      6.77     3.094     216979
2015  3 19  0 11  0    0     2.55    -1.91    -0.41    -660.1      8.51      8.04     3.109     218094
2015  3 19  0 12  0    0     2.53    -1.71    -0.47    -659.2     11.83      9.51     3.090     220166
2015  3 19  0 13  0    0     2.48    -1.41    -0.43    -658.5     12.26     10.10     3.066     225720
2015  3 19  0 14  0    0     2.44    -1.23    -0.28    -659.4     11.33      8.52     3.035     229404
2015  3 19  0 15  0    0     2.45    -1.09    -0.30    -659.9      9.90      7.01     3.027     226225
2015  3 19  0 16  0    0     2.55    -1.00    -0.47    -659.7      9.38      6.34     3.043     219555
2015  3 19  0 17  0    0     2.38    -0.63    -0.60    -660.2      9.91      4.20     3.132     214730
2015  3 19  0 18  0    0     2.43    -0.43    -0.74    -660.1      9.95      1.79     3.184     211931
2015  3 19  0 19  0    0     2.65    -0.85    -1.14    -659.0      9.51      0.08     3.130     210328
2015  3 19  0 20  0    0     2.81    -1.27    -1.48    -657.6      7.44     -1.09     3.090     207891
2015  3 19  0 21  0    0     2.90    -1.42    -1.64    -656.9      5.14     -1.14     3.103     205256
2015  3 19  0 22  0    0     2.94    -1.53    -1.71    -656.8      3.99     -0.66     3.106     204310
2015  3 19  0 23  0    0     2.98    -1.60    -1.62    -656.0      3.35     -0.90     3.069     204001
2015  3 19  0 24  0    0     3.07    -1.67    -1.61    -655.2      3.92     -1.68     3.034     207956
2015  3 19  0 25  0    0     3.20    -1.75    -1.62    -655.0      5.03     -2.77     3.082     216881
2015  3 19  0 26  0    0     3.04    -2.40    -0.90    -655.2      6.22     -3.52     3.167     224224
2015  3 19  0 27  0    0     2.70    -3.52    -0.36    -656.1      5.52     -4.05     3.145     229081
2015  3 19  0 28  0    0     2.70    -3.04    -0.80    -660.9      5.66     -1.69     3.068     227309
2015  3 19  0 29  0    0     2.72    -2.21    -1.24    -663.6     10.97     -2.60     3.031     224243
2015  3 19  0 30  0    0     2.19    -2.90    -0.29    -666.1     11.55     -7.78     2.881     222071
2015  3 19  0 31  0    0     1.17    -3.57    -0.11    -674.6     -6.52    -21.72     2.818     222593
2015  3 19  0 32  0    0     1.45    -3.35     0.13    -672.0     -2.61    -17.62     2.787     224575
2015  3 19  0 33  0    0     2.52    -2.53     0.67    -662.4     12.06     -2.24     2.767     224575
2015  3 19  0 34  0    0     3.05    -2.12     1.39    -657.6     19.46      5.45     2.739     222732
2015  3 19  0 35  0    0     2.77    -2.12     1.84    -663.5     19.43      3.68     2.695     218055
2015  3 19  0 36  0    0     2.76    -2.15     1.06    -662.6     13.28      8.49     2.828     215024
2015  3 19  0 37  0    0     2.77    -1.61    -0.56    -661.5      8.42      3.46     2.859     212592
2015  3 19  0 38  0    0     2.77    -1.33    -1.24    -660.4      6.53      0.25     2.853     207588
2015  3 19  0 39  0    0     2.99    -1.53    -1.28    -658.2      5.68     -0.71     2.861     205099
2015  3 19  0 40  0    0     3.16    -1.71    -1.41    -655.7      4.81     -3.16     2.864     205712
2015  3 19  0 41  0    0     3.07    -1.64    -1.74    -654.0      4.01     -5.64     2.861     208821
2015  3 19  0 42  0    0     2.91    -1.43    -1.99    -654.3      4.31     -5.43     2.882     213629
2015  3 19  0 43  0    0     2.88    -1.27    -1.78    -654.7      6.17     -2.75     2.910     214709
2015  3 19  0 44  0    0     2.99    -1.34    -1.22    -654.5      7.87     -0.18     2.897     217424
2015  3 19  0 45  0    0     3.21    -1.47    -0.89    -654.0      8.22     -0.47     2.875     221487
2015  3 19  0 46  0    0     3.10    -1.13    -1.14    -655.5     10.03     -2.73     2.878     224289
2015  3 19  0 47  0    0     2.76    -0.23    -1.73    -660.4     14.52     -4.80     3.010     232258
2015  3 19  0 48  0    0     2.42    -0.47    -1.49    -664.4     13.77     -6.80     3.133     235404
2015  3 19  0 49  0    0     2.21    -1.38    -1.21    -662.5     11.07     -7.44     3.131     232064
2015  3 19  0 50  0    0     2.18    -1.94    -1.18    -661.6      7.57     -6.87     3.123     229422
2015  3 19  0 51  0    0     2.20    -2.32    -0.91    -661.7      5.61     -4.97     3.124     227340
2015  3 19  0 52  0    0     2.14    -2.38    -0.73    -661.3      4.69     -4.03     3.126     225297
2015  3 19  0 53  0    0     2.03    -2.18    -1.34    -661.4      3.61     -5.89     3.120     223228
2015  3 19  0 54  0    0     1.61    -1.71    -2.02    -661.9      3.23     -7.40     3.084     222563
2015  3 19  0 55  0    0     0.98    -1.29    -2.20    -664.7      3.73     -8.35     3.032     221467
2015  3 19  0 56  0    0     0.96    -1.32    -2.12    -665.3      3.25     -8.50     3.003     220770
2015  3 19  0 57  0    0     1.62    -2.09    -1.78    -662.3      0.98     -6.22     2.825     212926
2015  3 19  0 58  0    0     1.97    -2.41    -1.53    -658.2      0.41     -4.68     2.757     208463
2015  3 19  0 59  0    0     2.28    -2.49    -1.32    -655.4      1.42     -3.77     2.744     207186
2015  3 19  1  0  0    0     2.64    -2.51    -1.11    -654.5      2.95     -3.57     2.730     207638
2015  3 19  1  1  0    0     2.69    -2.31    -0.83    -653.4      3.59     -3.53     2.738     210052
2015  3 19  1  2  0    0     2.78    -2.15    -0.46    -653.1      3.41     -1.87     2.723     216669
2015  3 19  1  3  0    0     2.86    -2.15    -0.47    -652.8      3.66     -0.59     2.705     223800
2015  3 19  1  4  0    0     2.87    -2.09    -0.62    -651.7      5.53      0.74     2.687     223134
2015  3 19  1  5  0    0     2.89    -2.11    -0.53    -649.6      5.68      1.25     2.662     220749
2015  3 19  1  6  0    0     2.94    -2.25    -0.03    -649.2      7.05      4.25     2.649     220473
2015  3 19  1  7  0    0     2.91    -2.45     0.21    -649.5      8.96      5.60     2.656     219944
2015  3 19  1  8  0    0     2.88    -2.55     0.12    -649.9      7.67      4.18     2.676     219725
2015  3 19  1  9  0    0     2.84    -2.58    -0.37    -650.5      4.12      0.30     2.712     220181
2015  3 19  1 10  0    0     2.78    -2.43    -0.58    -650.1      5.39      0.37     2.753     222956
2015  3 19  1 11  0    0     2.74    -2.18    -0.50    -649.0      6.96      0.94     2.782     225631
2015  3 19  1 12  0    0     2.55    -2.05    -0.13    -650.2      7.47      2.28     2.799     225163
2015  3 19  1 13  0    0     1.96    -2.12     0.13    -659.1     11.88      6.42     2.811     219497
2015  3 19  1 14  0    0     1.21    -1.55     0.42    -665.2     19.21      8.60     2.798     217096
2015  3 19  1 15  0    0     0.76    -0.88     0.47    -666.7     20.90      7.57     2.793     218801
2015  3 19  1 16  0    0     0.30    -0.83     0.42    -665.7     19.14      6.32     2.838     220674
2015  3 19  1 17  0    0     0.24    -1.01     0.35    -663.8     17.65      4.34     2.904     220958
2015  3 19  1 18  0    0    -0.19    -1.26     0.46    -663.3     15.10      2.71     2.944     221255
2015  3 19  1 19  0    0    -1.11    -1.42     0.67    -664.5     12.57      2.09     2.936     221343
2015  3 19  1 20  0    0    -1.58    -1.52     0.49    -665.3     10.13     -0.32     2.883     217697
2015  3 19  1 21  0    0    -1.36    -1.53     0.25    -664.7      8.69     -2.34     2.853     213378
2015  3 19  1 22  0    0    -0.94    -1.84    -0.01    -663.3      8.72     -2.46     2.864     212400
2015  3 19  1 23  0    0    -0.62    -2.25    -0.36    -662.2      7.57     -2.66     2.885     212163
2015  3 19  1 24  0    0     0.01    -2.60    -0.81    -661.8      6.86     -2.80     2.899     211376
2015  3 19  1 25  0    0     0.58    -2.57    -1.32    -657.6      6.90     -2.87     2.908     210528
2015  3 19  1 26  0    0     0.90    -2.01    -1.45    -653.8      7.41     -2.85     2.914     208967
2015  3 19  1 27  0    0     0.62    -0.76    -0.66    -654.8      8.45     -2.58     2.922     205669
2015  3 19  1 28  0    0     0.16    -0.26    -0.22    -656.0      9.55     -2.34     2.975     202612
2015  3 19  1 29  0    0     0.19    -0.68    -0.55    -656.9     10.83     -2.13     3.040     200800
2015  3 19  1 30  0    0     0.27    -0.97    -0.65    -657.0     11.84     -1.47     3.042     200379
2015  3 19  1 31  0    0     0.42    -0.93    -0.44    -656.6     14.33      0.26     3.018     199952
2015  3 19  1 32  0    0     0.53    -0.53    -0.31    -656.0     17.16      1.30     2.998     199433
2015  3 19  1 33  0    0     0.56     0.26    -0.48    -655.7     19.18      1.58     3.001     199433
2015  3 19  1 34  0    0     0.57     1.02    -0.55    -655.9     21.11      2.62     3.001     198327
2015  3 19  1 35  0    0     0.44     1.36    -0.53    -656.4     22.16      3.44     2.980     196278
2015  3 19  1 36  0    0     0.05     1.50    -0.20    -657.3     24.46      6.42     2.939     195527
2015  3 19  1 37  0    0    -0.26     1.56     0.15    -656.9     26.26      8.24     2.933     195390
2015  3 19  1 38  0    0     0.04     1.58    -0.03    -654.5     24.41      6.11     2.963     201367
2015  3 19  1 39  0    0     0.59     1.46    -0.42    -650.4     19.86      2.27     2.988     214427
2015  3 19  1 40  0    0     0.89     1.12    -0.68    -647.2     16.12      2.67     3.026     224383
2015  3 19  1 41  0    0     1.67     0.70    -0.73    -645.8     14.05     -0.18     3.052     224383
2015  3 19  1 42  0    0     2.31     0.37    -0.74    -644.6     13.69     -1.16     3.061     223743
2015  3 19  1 43  0    0     2.62     0.29    -0.87    -643.9     13.61     -1.61     3.074     223662
2015  3 19  1 44  0    0     2.98     0.17    -1.13    -644.5     13.11     -2.74     3.077     224844
2015  3 19  1 45  0    0     2.48    -0.29    -0.94    -646.3     11.32     -3.07     3.070     225771
2015  3 19  1 46  0    0     1.29    -0.79    -0.38    -649.3     10.31     -2.88     2.943     225427
2015  3 19  1 47  0    0     0.90    -0.82    -0.21    -649.4     10.13     -3.66     2.877     221842
2015  3 19  1 48  0    0     1.24    -0.72    -0.64    -647.6     10.98     -4.58     2.893     215528
2015  3 19  1 49  0    0     1.62    -0.68    -1.26    -646.7      8.39     -8.03     2.878     215528
2015  3 19  1 50  0    0     1.63    -0.75    -1.83    -647.4      6.54     -8.14     2.928     215528
2015  3 19  1 51  0    0     1.78    -0.51    -1.91    -648.6      6.04     -7.67     2.948     215526
2015  3 19  1 52  0    0     1.85    -0.03    -2.00    -650.2      7.18     -6.47     2.950     214665
2015  3 19  1 53  0    0     1.79     0.48    -2.25    -650.6      9.53     -7.07     2.956     209743
2015  3 19  1 54  0    0     1.62     0.44    -2.35    -649.5     10.35     -7.88     2.981     207904
2015  3 19  1 55  0    0     1.25     0.25    -2.38    -649.4      8.32     -9.56     2.992     206918
2015  3 19  1 56  0    0     0.18    -0.35    -2.32    -652.1      7.65     -9.04     3.003     201840
2015  3 19  1 57  0    0    -0.32    -0.42    -2.15    -652.4      7.99     -8.81     3.020     194039
